Accession,Release_Date,Species,Genus,Family,Length,Nuc_Completeness,Genotype,Genome_Region,Segment,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
QIK50447,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,,,,"Nguyen,H.T., Cao,T.M., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,Viet Nam,Homo sapiens,,2020-01-22,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIK50450,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,,,,"Nguyen,H.T., Cao,T.M., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,Viet Nam,Homo sapiens,,2020-01-22,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIK50456,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,,,,"Nguyen,H.T., Cao,T.M., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,Viet Nam,Homo sapiens,,2020-01-22,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QIK50451,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,,,,"Nguyen,H.T., Cao,T.M., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,Viet Nam,Homo sapiens,,2020-01-22,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK50449,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,,,,"Nguyen,H.T., Cao,T.M., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,Viet Nam,Homo sapiens,,2020-01-22,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
QIK50453,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Nguyen,H.T., Cao,T.M., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,Viet Nam,Homo sapiens,,2020-01-22,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QIK50454,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Nguyen,H.T., Cao,T.M., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,Viet Nam,Homo sapiens,,2020-01-22,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QIK50439,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,,,,"Cao,T.M., Nguyen,H.T., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,Viet Nam,Homo sapiens,,2020-01-22,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
QIK50443,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Cao,T.M., Nguyen,H.T., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,Viet Nam,Homo sapiens,,2020-01-22,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QIK50446,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,,,,"Cao,T.M., Nguyen,H.T., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,Viet Nam,Homo sapiens,,2020-01-22,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QIK50437,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,,,,"Cao,T.M., Nguyen,H.T., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,Viet Nam,Homo sapiens,,2020-01-22,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIK50445,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,,,,"Cao,T.M., Nguyen,H.T., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,Viet Nam,Homo sapiens,,2020-01-22,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK50444,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Cao,T.M., Nguyen,H.T., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,Viet Nam,Homo sapiens,,2020-01-22,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QIK50441,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,,,,"Cao,T.M., Nguyen,H.T., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,Viet Nam,Homo sapiens,,2020-01-22,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK50440,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,,,,"Cao,T.M., Nguyen,H.T., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,Viet Nam,Homo sapiens,,2020-01-22,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIK50438,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,,,,"Cao,T.M., Nguyen,H.T., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,Viet Nam,Homo sapiens,,2020-01-22,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK50442,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,,,,"Cao,T.M., Nguyen,H.T., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,Viet Nam,Homo sapiens,,2020-01-22,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QIK02954,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,,,,"Plumb,M., Garfin,J., Wang,X.",,USA,Homo sapiens,,2020-03-07,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK02959,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Plumb,M., Garfin,J., Wang,X.",,USA,Homo sapiens,,2020-03-07,,orf7a protein [Severe acute respiratory syndrome coronavirus 2]
QIK02960,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Plumb,M., Garfin,J., Wang,X.",,USA,Homo sapiens,,2020-03-07,,orf8 protein [Severe acute respiratory syndrome coronavirus 2]
QIK02962,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,,,,"Plumb,M., Garfin,J., Wang,X.",,USA,Homo sapiens,,2020-03-07,,orf10 protein [Severe acute respiratory syndrome coronavirus 2]
QIK02953,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,,,,"Plumb,M., Garfin,J., Wang,X.",,USA,Homo sapiens,,2020-03-07,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIK02955,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,,,,"Plumb,M., Garfin,J., Wang,X.",,USA,Homo sapiens,,2020-03-07,,orf3a protein [Severe acute respiratory syndrome coronavirus 2]
QIK02961,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,,,,"Plumb,M., Garfin,J., Wang,X.",,USA,Homo sapiens,,2020-03-07,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK02957,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,,,,"Plumb,M., Garfin,J., Wang,X.",,USA,Homo sapiens,,2020-03-07,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK02958,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,,,,"Plumb,M., Garfin,J., Wang,X.",,USA,Homo sapiens,,2020-03-07,,orf6 protein [Severe acute respiratory syndrome coronavirus 2]
QIK02956,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,,,,"Plumb,M., Garfin,J., Wang,X.",,USA,Homo sapiens,,2020-03-07,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIK02785,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,120,GenBank,,,,"Mokhtari Azad,T., Shafiei Jandaghi,N.Z., Sadeghi,K.",,Iran,Homo sapiens,,2020-02-09,,"nucleocapsid phosphoprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
QIK02786,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,120,GenBank,,,,"Mokhtari Azad,T., Shafiei Jandaghi,N.Z., Sadeghi,K.",,Iran,Homo sapiens,,2020-02-22,,"nucleocapsid phosphoprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
QIK02787,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,120,GenBank,,,,"Mokhtari Azad,T., Shafiei Jandaghi,N.Z., Sadeghi,K.",,Iran,Homo sapiens,,2020-03-05,,"nucleocapsid phosphoprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
QIK02969,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Plumb,M., Garfin,J., Wang,X.",,USA,Homo sapiens,,2020-03-05,,orf7a protein [Severe acute respiratory syndrome coronavirus 2]
QIK02970,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Plumb,M., Garfin,J., Wang,X.",,USA,Homo sapiens,,2020-03-05,,orf8 protein [Severe acute respiratory syndrome coronavirus 2]
QIK02963,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7097,GenBank,,,,"Plumb,M., Garfin,J., Wang,X.",,USA,Homo sapiens,,2020-03-05,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIK02972,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,,,,"Plumb,M., Garfin,J., Wang,X.",,USA,Homo sapiens,,2020-03-05,,orf10 protein [Severe acute respiratory syndrome coronavirus 2]
QIK02966,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,,,,"Plumb,M., Garfin,J., Wang,X.",,USA,Homo sapiens,,2020-03-05,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIK02788,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,120,GenBank,,,,"Mokhtari Azad,T., Shafiei Jandaghi,N.Z., Sadeghi,K.",,Iran,Homo sapiens,,2020-02-17,,"nucleocapsid phosphoprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
QIK02790,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,120,GenBank,,,,"Mokhtari Azad,T., Shafiei Jandaghi,N.Z., Sadeghi,K.",,Iran,Homo sapiens,,2020-02-28,,"nucleocapsid phosphoprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
QIK02951,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,,,,"Plumb,M., Garfin,J., Wang,X.",,USA,Homo sapiens,,2020-03-09,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK02944,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,,,,"Plumb,M., Garfin,J., Wang,X.",,USA,Homo sapiens,,2020-03-09,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK02945,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,,,,"Plumb,M., Garfin,J., Wang,X.",,USA,Homo sapiens,,2020-03-09,,orf3a protein [Severe acute respiratory syndrome coronavirus 2]
QIK02965,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,,,,"Plumb,M., Garfin,J., Wang,X.",,USA,Homo sapiens,,2020-03-05,,orf3a protein [Severe acute respiratory syndrome coronavirus 2]
QIK02968,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,,,,"Plumb,M., Garfin,J., Wang,X.",,USA,Homo sapiens,,2020-03-05,,orf6 protein [Severe acute respiratory syndrome coronavirus 2]
QIK02964,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,,,,"Plumb,M., Garfin,J., Wang,X.",,USA,Homo sapiens,,2020-03-05,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK02971,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,,,,"Plumb,M., Garfin,J., Wang,X.",,USA,Homo sapiens,,2020-03-05,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK02967,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,,,,"Plumb,M., Garfin,J., Wang,X.",,USA,Homo sapiens,,2020-03-05,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK02947,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,,,,"Plumb,M., Garfin,J., Wang,X.",,USA,Homo sapiens,,2020-03-09,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK02949,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Plumb,M., Garfin,J., Wang,X.",,USA,Homo sapiens,,2020-03-09,,orf7a protein [Severe acute respiratory syndrome coronavirus 2]
QIK02950,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Plumb,M., Garfin,J., Wang,X.",,USA,Homo sapiens,,2020-03-09,,orf8 protein [Severe acute respiratory syndrome coronavirus 2]
QIK02943,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,,,,"Plumb,M., Garfin,J., Wang,X.",,USA,Homo sapiens,,2020-03-09,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIK02948,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,,,,"Plumb,M., Garfin,J., Wang,X.",,USA,Homo sapiens,,2020-03-09,,orf6 protein [Severe acute respiratory syndrome coronavirus 2]
QIK02952,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,,,,"Plumb,M., Garfin,J., Wang,X.",,USA,Homo sapiens,,2020-03-09,,orf10 protein [Severe acute respiratory syndrome coronavirus 2]
QIK02946,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,,,,"Plumb,M., Garfin,J., Wang,X.",,USA,Homo sapiens,,2020-03-09,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIK02784,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,120,GenBank,,,,"Mokhtari Azad,T., Shafiei Jandaghi,N.Z., Sadeghi,K.",,Iran,Homo sapiens,,2020-03-03,,"nucleocapsid phosphoprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
QIK02789,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,120,GenBank,,,,"Mokhtari Azad,T., Shafiei Jandaghi,N.Z., Sadeghi,K.",,Iran,Homo sapiens,,2020-02-28,,"nucleocapsid phosphoprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
QIK02783,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,134,GenBank,,,,"Scano,A., Fais,S., Loddo,M., Palmieri,G., Scioscia,R., Del Rio,N.M.C., Coghe,F., Orru,G.",,Italy,Homo sapiens,oronasopharynx,2020-03,,"nucleocapsid phosphoprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
6M17_F,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,223,GenBank,,,,"Yan,R.H., Zhang,Y.Y., Li,Y.N., Xia,L., Zhou,Q., Guo,Y.Y.",,,,,,,"Chain F, 2019-nCoV Receptor Binding Domain"
6M17_E,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,223,GenBank,,,,"Yan,R.H., Zhang,Y.Y., Li,Y.N., Xia,L., Zhou,Q., Guo,Y.Y.",,,,,,,"Chain E, 2019-nCoV Receptor Binding Domain"
QIJ96506,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-17,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIJ96511,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-17,,orf10 protein [Severe acute respiratory syndrome coronavirus 2]
QIJ96510,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-17,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIJ96504,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-17,,orf3a protein [Severe acute respiratory syndrome coronavirus 2]
QIJ96505,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-17,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIJ96503,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-17,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIJ96507,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-17,,orf6 protein [Severe acute respiratory syndrome coronavirus 2]
